date,return,cumulative return,mean absolute weight,mean weight,weight of stock  1,weight of stock  2,weight of stock  3,weight of stock  4,weight of stock  5,weight of stock  6,weight of stock  7,weight of stock  8,weight of stock  9,weight of stock  10,weight of stock  11,weight of stock  12,weight of stock  13,weight of stock  14,weight of stock  15,weight of stock  16,weight of stock  17,weight of stock  18,weight of stock  19,weight of stock  20,weight of stock  21,weight of stock  22,weight of stock  23,weight of stock  24,weight of stock  25,weight of stock  26,weight of stock  27,weight of stock  28,weight of stock  29,weight of stock  30,weight of stock  31,weight of stock  32,weight of stock  33,weight of stock  34,weight of stock  35,weight of stock  36,weight of stock  37,weight of stock  38,weight of stock  39,weight of stock  40,weight of stock  41,weight of stock  42,weight of stock  43,weight of stock  44,weight of stock  45,weight of stock  46,weight of stock  47,weight of stock  48,weight of stock  49,weight of stock  50,weight of stock  51,weight of stock  52,weight of stock  53,weight of stock  54,weight of stock  55,weight of stock  56,weight of stock  57,weight of stock  58,weight of stock  59,weight of stock  60,weight of stock  61,weight of stock  62,weight of stock  63,weight of stock  64,weight of stock  65,weight of stock  66,weight of stock  67,weight of stock  68,weight of stock  69,weight of stock  70,weight of stock  71,weight of stock  72,weight of stock  73,weight of stock  74,weight of stock  75,weight of stock  76,weight of stock  77,weight of stock  78,weight of stock  79,weight of stock  80,weight of stock  81,weight of stock  82,weight of stock  83,weight of stock  84,weight of stock  85,weight of stock  86,weight of stock  87,weight of stock  88,weight of stock  89,weight of stock  90,weight of stock  91,weight of stock  92,weight of stock  93,weight of stock  94,weight of stock  95,weight of stock  96,weight of stock  97,weight of stock  98,weight of stock  99,weight of stock  100
20000119,0.0023737,0.0231913,2.09e-05,-0.9169089,0,-5.51e-05,3.68e-05,-8.64e-05,0,-4.52e-05,-7.22e-05,-4.54e-05,0,-2.55e-05,-4.49e-05,0,0,0,0,0,0,0,0,-2.62e-05,0,0,0,0,-1.1e-06,0,-2.26e-05,0,0,0,0,-4.03e-05,0,-4.24e-05,0,-4.53e-05,-5.89e-05,0,-4.01e-05,0,-8.3e-06,-1.13e-05,1.83e-05,0,-0.0001337,-2.32e-05,-7.7e-06,0,-5.38e-05,-5.78e-05,0,0,-4.21e-05,-5.65e-05,-3.01e-05,2.72e-05,-2.77e-05,0,-2.21e-05,-1.29e-05,-1.45e-05,-4.47e-05,-4.85e-05,-5.91e-05,0,-2.13e-05,-1.25e-05,-1.02e-05,0,0,0,-5.04e-05,0,0,0,0,0,0,-3.17e-05,-9.1e-06,0,4.5e-06,-4.15e-05,-9.47e-05,0,0,-2.74e-05,-4.53e-05,-4.28e-05,-6.18e-05,0,0,-3.74e-05,-0.000129,0,0,0,-4.38e-05,0,-3.67e-05
20000120,-0.0110726,0.012057,1.75e-05,0.2919188,0,0,5.69e-05,-1.8e-06,0,0,6.4e-06,9e-06,0,4.5e-06,0,0,0,6e-06,2.67e-05,1.98e-05,0,-6.01e-05,0,0,0,0,2.39e-05,0,0,0,0,0,2.15e-05,0,2.8e-06,9.81e-05,7.59e-05,0,2.65e-05,1.1e-05,5.42e-05,1.23e-05,0,4.5e-06,5.89e-05,0,0,0,1.54e-05,1.11e-05,0,-2.98e-05,0,0,-8.93e-05,2.2e-06,2.33e-05,0,1.2e-05,0,-9e-07,0,2.57e-05,0,0,1.34e-05,9.02e-05,0,0,0,0,0,0,-2.44e-05,0,-1.72e-05,0,-0.0001062,-4.1e-06,0,0,-8.97e-05,0.0001357,2.55e-05,2.72e-05,0.0001151,-5.3e-05,0,1.61e-05,-2.72e-05,9.7e-06,7.15e-05,0,0,0,0,0,0,-4.53e-05,0,2.04e-05,-4.49e-05,0,-2.72e-05
20000121,-0.0113518,0.0006402,2.17e-05,0.722914,0,0,3.8e-05,0,0,0,2.48e-05,4.53e-05,2.74e-05,1.9e-05,0,0,2.45e-05,-1.34e-05,0,4.86e-05,6.41e-05,0,0,0,4.95e-05,0,4.3e-06,6.12e-05,0,3.77e-05,0,-8.9e-06,0.0001032,4.94e-05,-6.8e-06,0,-9.02e-05,3.12e-05,0,0,0,3.46e-05,0,2.02e-05,4.92e-05,4.34e-05,5.22e-05,0,0,5.61e-05,-2.63e-05,0,4.81e-05,1.39e-05,5.38e-05,3.65e-05,0,0,0,0,0,2.15e-05,0,-3.8e-05,8e-07,0,0.0001454,0,5.09e-05,0,0,0,0,0,0,2e-06,0,0,0,6.31e-05,1.12e-05,5.76e-05,-6.35e-05,5.99e-05,4.48e-05,0,0,0,3.16e-05,0,0,1.91e-05,2.18e-05,7.87e-05,0,5.81e-05,2.6e-05,0,0,5.81e-05,0,7.43e-05,-5.31e-05,6.1e-06
20000124,-0.0216704,-0.0212684,4.91e-05,0.9806643,0,0,0,0.0001224,0,0.0001151,6.95e-05,7.99e-05,9e-05,0,9.8e-05,7.39e-05,7.38e-05,5.55e-05,4.95e-05,5.31e-05,0,0,7.11e-05,7.03e-05,9.4e-05,0,0,0.0001159,3.67e-05,-4.74e-05,8.1e-05,9.89e-05,0,0,9.12e-05,0,9.45e-05,0,0,0,0.0001307,8.96e-05,9.24e-05,0,7.23e-05,0,6.07e-05,0.0001402,0,6.74e-05,7.74e-05,0.0001178,0,0.0001423,5.54e-05,0,0,0,8.59e-05,0.0001145,8.41e-05,7.35e-05,6.88e-05,0.0001008,0.0001557,9.81e-05,4.32e-05,0,8.1e-05,7.96e-05,0,1.08e-05,0,3.78e-05,0.0001449,0.0001053,0.0001004,0,7.51e-05,8.44e-05,0,0,0,8.32e-05,0,0,0,6.49e-05,0,7.53e-05,0,6.6e-05,7e-06,9.54e-05,0,0,0,0,0,7.87e-05,0,9.04e-05,0,7.53e-05
20000125,-0.0116031,-0.0329393,2.17e-05,0.3671014,0,0,-9.96e-05,3.83e-05,4.58e-05,3.8e-05,0,0,4.65e-05,0,0,0,0,1.84e-05,0,4.92e-05,0,-6.2e-06,2.74e-05,0,0,0,-1.78e-05,0,0,0,3.81e-05,4.51e-05,0,0,0,0,0,4.6e-06,0,4.15e-05,6.79e-05,-7.8e-06,0,0,6.12e-05,0,-1.62e-05,0,0,-2.17e-05,4.33e-05,6.6e-05,0,3.25e-05,4.48e-05,0,0,0,2.71e-05,0,4.22e-05,0,0,5.36e-05,0,4.27e-05,4.85e-05,5.03e-05,2.6e-06,0,-7e-06,0,2.38e-05,0,0,-2.68e-05,0,-8.51e-05,0,0,7.71e-05,0.0001362,0,0,5.41e-05,4.53e-05,0,-5.69e-05,-1.97e-05,0,1.17e-05,4.5e-05,0,0,0,0,6.54e-05,-6.73e-05,-0.0002418,-1.23e-05,0,0,0,4.85e-05
20000126,-0.0078199,-0.04079,2.84e-05,-0.6694739,-2.68e-05,-3.68e-05,-9.49e-05,0,-3.63e-05,0,-6.45e-05,-3.12e-05,-3.14e-05,-7.96e-05,-3.26e-05,-3.16e-05,-0.0001809,0,-5.29e-05,0,0,0.0001446,-4.11e-05,-5.37e-05,-3.24e-05,0,-2.68e-05,0,-5.9e-05,1.35e-05,0,5.54e-05,0,0,8.3e-06,0,-5.88e-05,0,-7.52e-05,-4.97e-05,-7.19e-05,-7e-06,-4.18e-05,0,-4.66e-05,0,-4.61e-05,-1.18e-05,-0.000155,-8.9e-06,0,-4.68e-05,-3.28e-05,0,-3.84e-05,-2.07e-05,-3.33e-05,-3.49e-05,-3.4e-05,0,-1.63e-05,-7.05e-05,-3.9e-06,0,6.1e-05,-4.35e-05,0,0,0,0,-1.97e-05,-2.73e-05,0,-2.26e-05,1.19e-05,0,2.74e-05,1.2e-05,2.14e-05,-0.0001074,0,0,0,2.69e-05,0,0,-3.11e-05,0,0,0,-2.28e-05,-0.0001325,-3.17e-05,0,8.75e-05,0,-9.94e-05,0,0,0,0,0,-1.9e-06,-1.7e-05
20000127,-0.0137783,-0.054664,4.11e-05,0.9791611,8.37e-05,0,4.61e-05,3.5e-05,6.83e-05,0,0,0,0,-4.29e-05,0,5.92e-05,0,8.39e-05,0,0,8.44e-05,5.66e-05,4.19e-05,6.01e-05,0,0,0.0001035,0,0,8.16e-05,0,0,0.0001622,4.49e-05,0,7.19e-05,0,8.98e-05,0,9.75e-05,9.25e-05,0,0,3.64e-05,0,0,0,0,0,1.56e-05,0,4.28e-05,8.87e-05,0,9.1e-06,0.0001389,0,9.59e-05,0,0.0001339,0,9.09e-05,7.02e-05,7.79e-05,8.52e-05,0,0,9.75e-05,3.37e-05,0.0001096,0.0001003,0,0,6.07e-05,0,6.84e-05,9.47e-05,0,8.17e-05,4e-07,0.0001383,0,0.0002249,3.99e-05,8.83e-05,0,0.0001093,0,0.0001678,8.74e-05,0,0,5.65e-05,0,0.0001044,2.4e-06,0,0,6.53e-05,8.13e-05,0,0,8.8e-06,0
20000128,0.0044529,-0.050221,1.28e-05,-0.2989951,0,-1.64e-05,4.1e-06,-3.39e-05,0,-2.89e-05,0,0,0,0,-1.65e-05,-1.57e-05,0,2.02e-05,0,0,0,0,0,-4.3e-06,0,-3.58e-05,0,0,0,8.33e-05,0,-3.3e-05,0,0,-6.37e-05,2.2e-06,0,-2.65e-05,0,-9.1e-06,0,0,0,0,0,0,0,2.52e-05,0,1.95e-05,0,0,-2e-05,-2.87e-05,7.6e-06,0,0,-1.8e-05,-1.69e-05,0.0001372,-1.34e-05,0,0,-2.8e-06,-2.62e-05,-1.73e-05,-5.3e-05,0,0,-4.1e-05,-2.4e-06,0,-1.28e-05,0,6.63e-05,0,0,-2.15e-05,0,0,0,-7.1e-06,0,-6.41e-05,-2.06e-05,0,-2.01e-05,-1.04e-05,-5.51e-05,8.29e-05,0,0,0,-4.95e-05,0,0,0,-4.58e-05,0,0,-7e-07,0,0,0
20000131,-0.0031214,-0.0533473,1.65e-05,-0.3502916,-4.37e-05,2.17e-05,0,0,0,0,0,0,-9e-07,-5.09e-05,-2.6e-06,0,0,-1.99e-05,0,1.65e-05,-1.25e-05,7.8e-06,-3.06e-05,8e-06,3.01e-05,0,3.95e-05,-1.42e-05,-7.3e-06,-4.66e-05,0,5.07e-05,0,0,4.28e-05,-9.6e-06,-1.4e-06,0,0,-1.09e-05,0,0,-7.1e-06,0,7.1e-06,0,1.48e-05,4.9e-06,-0.0001971,0,0,-1.1e-05,0,0,3.7e-06,4.06e-05,-1.51e-05,0,-1.7e-05,0,-6.2e-06,0,-4.62e-05,3e-05,0,0,-1.15e-05,0,0,0,2.77e-05,0,-1.15e-05,-3.33e-05,5.5e-06,0,-0.0001166,0,0,-0.000112,0,0,0,0,0,0,1.37e-05,-1.46e-05,0.0001213,0,-1.56e-05,-1.29e-05,-7.7e-06,0,4.3e-05,3e-06,-8.8e-06,-0.0001007,-7.52e-05,-4.3e-05,0,0,5.3e-06,-2.9e-06
20000201,0.0026093,-0.0507413,2.7e-05,-0.834535,0,-2.94e-05,-1.2e-05,-3.55e-05,-2.35e-05,-3.09e-05,-3.25e-05,0,-3e-07,0,-4.03e-05,-2.31e-05,-3.87e-05,0,0,-5.7e-05,0,-4.52e-05,0,-1.21e-05,-2e-05,-0.0001997,0,0,-3.47e-05,0,-3.59e-05,0,0,-4.06e-05,0,-2.85e-05,1.38e-05,6.8e-06,0,-1.9e-05,-7.19e-05,0,-3.94e-05,-3.86e-05,-1.44e-05,0,7.79e-05,-1.92e-05,0,-3.46e-05,-3.18e-05,4.5e-06,-1.19e-05,-1.12e-05,0,-4.1e-05,-2.43e-05,0,-4.07e-05,0,0,0,-2.8e-05,0,-4.02e-05,0,-0.0004109,-4.94e-05,0,-3.17e-05,0,-6.3e-06,-3.69e-05,-2.99e-05,-5.95e-05,0,-1.86e-05,0.0001105,-3.38e-05,0,-2.53e-05,0,0,9.7e-06,0,-8.1e-06,0,-8.63e-05,-3.47e-05,-9.29e-05,0,-0.0001086,-1.24e-05,-3.68e-05,0,-4.32e-05,0,0,0,0,0,-3.14e-05,-1.8e-05,-9.29e-05
20000202,-0.0049381,-0.0556916,2.69e-05,-0.9603888,0,-0.0001089,-6.29e-05,0,-5.6e-05,-5.46e-05,-3.41e-05,-4.23e-05,0,-3.4e-06,-4.4e-05,0,-1.7e-05,0,0,-1.64e-05,-3.47e-05,0,-2.65e-05,-2.94e-05,-1.85e-05,-0.0002578,0,8.2e-06,0,-9.41e-05,-6.11e-05,-4.27e-05,0,-5.53e-05,0,0,-4.48e-05,-3e-05,0,-2.99e-05,-4.9e-05,0,-5.34e-05,5.4e-06,-2.4e-05,-7.69e-05,0,0,0,0,-5.32e-05,-1e-07,-4.82e-05,-5.66e-05,-2.62e-05,0,-4.88e-05,0,0,0,-4.38e-05,0,0,-5.47e-05,0,-4.12e-05,0,0,0,-1.22e-05,-2.79e-05,0,-4.41e-05,-5.47e-05,-3.72e-05,-4.88e-05,0,0,-5.05e-05,0,-8.19e-05,-0.0001113,0,-1.79e-05,0,0,0,0,3.96e-05,-5.34e-05,-5.89e-05,0,0,-7.07e-05,0,0,-8.9e-06,0,-0.0002146,0,0,0,0,0
20000203,-0.0015299,-0.0572227,2.74e-05,0.5039237,0,0,0,5.7e-05,0,0,2.6e-05,3.3e-05,0,0,5.11e-05,0,0,0,-3.79e-05,0,4.94e-05,-6.76e-05,0,0,0,0.0001445,0,5.25e-05,8.08e-05,0,5.96e-05,8.08e-05,4.99e-05,2.64e-05,0,0,5.39e-05,4.15e-05,9.78e-05,6.04e-05,7.75e-05,4.11e-05,0,8.53e-05,0,4.11e-05,0,3.45e-05,0,-0.0001709,0,2.99e-05,0,6.6e-05,0,6.02e-05,0,7.47e-05,0,4.7e-05,0,-8.7e-06,0,0,3.22e-05,4.67e-05,0,4.26e-05,0,0,0,0,0,0,0,0,3.69e-05,0,-2.1e-06,2.86e-05,0,0,0,1.65e-05,5.34e-05,0,7.61e-05,-1.31e-05,6.18e-05,-4.59e-05,0,0,0,-2.15e-05,0,0,4.77e-05,-3.61e-05,0,-0.0002306,0,8.43e-05,1.38e-05,-4.59e-05
20000204,0.0027446,-0.0544819,2.02e-05,-0.1923814,0,0,-4e-07,0,0,0,2.82e-05,2.28e-05,-4.25e-05,1.7e-05,-1e-07,0,-8e-06,0,-2.18e-05,4.4e-06,9.8e-06,-2.4e-06,-2.19e-05,5e-06,8.5e-06,0,0,0,0,5.2e-06,0,0.0001019,0,-1.13e-05,-3.94e-05,-1.57e-05,0,0,-3.11e-05,-1.7e-06,-1.84e-05,-2.38e-05,0,0,7.1e-06,4.8e-06,7.98e-05,8.1e-06,-1.29e-05,6.1e-06,-9.21e-05,2.39e-05,3.71e-05,-1.31e-05,7.03e-05,0,5.5e-06,2.79e-05,0,0,3.35e-05,-8.31e-05,-1.4e-05,0,-6.8e-06,0,0,0,4.23e-05,-3.94e-05,0,0,0,1.06e-05,5.24e-05,-5.22e-05,0,-0.0002056,0,0,-7.1e-06,3e-06,6.1e-06,7e-06,0,0,3.33e-05,-0.0001051,2.37e-05,0,-2.9e-06,8.15e-05,0,0,0,0,0,-0.0002271,-5.47e-05,0,-3.9e-06,0,-4.33e-05,4.73e-05
20000207,0.0127873,-0.0417756,2.1e-05,0.1877189,-3.21e-05,0,0,0,2.24e-05,1.42e-05,0,0,5.85e-05,3.01e-05,0,0,0,0,0,-1.69e-05,0,5.42e-05,-2.5e-06,-5.5e-06,1.24e-05,0,0,0,0,0,0,-3.5e-05,1.05e-05,0,0,0,8.84e-05,0,0,0,0,0,4.3e-05,0,4.76e-05,7.71e-05,0,0,1.94e-05,0,0,0,0,-5.5e-06,0,0,0,0,0,0,0,0,-1.55e-05,0,0,0,7.53e-05,0,1.83e-05,0,0,-0.0001009,3.49e-05,6.89e-05,0.0001269,2.3e-05,0,-0.0001728,-0.0001955,3.31e-05,4.09e-05,0,-0.0001385,-1.1e-06,4.48e-05,0,5.38e-05,0,0,5.87e-05,0,0,-1.57e-05,2.8e-05,1.8e-05,4.55e-05,-7.73e-05,0,0,-3.64e-05,5.7e-06,3.21e-05,0,5.87e-05
20000208,0.0055359,-0.036255,2.89e-05,0.7279733,-2.6e-06,8.82e-05,3.09e-05,-3e-07,0,0,4.64e-05,0,0,6.89e-05,5.94e-05,0,5.49e-05,4.02e-05,7.53e-05,6.8e-05,5.59e-05,6.14e-05,2e-06,0,0,0.0002278,0,1.56e-05,0,0,0,-1.14e-05,0,0,3.54e-05,2.67e-05,0,0,-6.63e-05,5.33e-05,3.54e-05,6.14e-05,0,0,1.37e-05,6.82e-05,-1.15e-05,0,0,2.74e-05,-5.56e-05,-1.2e-06,0,4.37e-05,0.0001134,0,6.19e-05,0,0,0.0001182,0,0,0.0001047,4.46e-05,3.08e-05,5.68e-05,5.71e-05,0,4.51e-05,0,-6.6e-05,0,0,0,0,2.79e-05,3.4e-05,0,-7.03e-05,0.0001498,8.63e-05,0,1.67e-05,0,0,2.37e-05,-4.35e-05,0,0,5.58e-05,0,0,0,5.86e-05,0,5.98e-05,0,0,-4.88e-05,9.37e-05,0,0,-1.61e-05,0
