0.4369442461322573 : [-12.256357486930039, 16.984928333530025, 22.828631456509992, -267.3522295244885, 19.179198361150004, 3.79357101824, -24.210129339750004, -17.657531038239995, -20.612856048450002, 3.4506751038899997, 8.71227435693, 18.20063665144003]
0.4369443555711428 : [-12.256357486930039, 16.984928333530025, 22.828631456509992, -267.3522295244885, 19.179198361150004, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.71227435693, 18.20063665144003]
0.43677341614888965 : [-1.63825835308, 6.18955066779, 5.454308713420001, -97.28333722527007, 6.488095177029999, -2.00569151715, -4.3624581223500005, -2.963397879700004, -8.38843808678, 1.11361547313, 3.76607913454, 6.492279971439998]
0.43694539079827643 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -267.3522295244885, 19.179198361150004, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.71227435693, 18.20063665144003]
0.43694573588813673 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -267.3522295244885, 19.179198361150004, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.20063665144003]
0.4369491503340285 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -267.3522295244885, 19.114155169740005, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.20063665144003]
0.43695169756719926 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -267.3522295244885, 19.047436523190004, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.20063665144003]
0.43677354284805653 : [-1.63825835308, 6.18955066779, 5.454308713420001, -97.28333722527007, 6.488095177029999, -2.00569151715, -4.3624581223500005, -2.963397879700004, -8.38843808678, 1.11361547313, 3.77947536901, 6.492279971439998]
0.436952817199171 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -267.3522295244885, 19.047436523190004, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.4369529235874587 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -269.3974533940485, 19.047436523190004, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.43695305459574046 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -269.0557978226285, 19.047436523190004, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.43695316654868804 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -268.2426139296685, 19.047436523190004, 3.79357101824, -24.210129339750004, -17.754779408039994, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.43695342146632565 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -268.2426139296685, 19.047436523190004, 3.79357101824, -24.210129339750004, -18.317128393369995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.43695360161861563 : [-12.256357486930039, 16.728885200240025, 22.828631456509992, -267.0531728509985, 19.047436523190004, 3.79357101824, -24.210129339750004, -18.317128393369995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.4367735749105124 : [-1.63825835308, 6.18955066779, 5.454308713420001, -97.25594482296007, 6.488095177029999, -2.00569151715, -4.3624581223500005, -2.963397879700004, -8.38843808678, 1.11361547313, 3.77947536901, 6.492279971439998]
0.43677360010450983 : [-1.63825835308, 6.18955066779, 5.454308713420001, -97.23357015701008, 6.488095177029999, -2.00569151715, -4.3624581223500005, -2.963397879700004, -8.38843808678, 1.11361547313, 3.77947536901, 6.492279971439998]
0.43677373818025406 : [-1.63825835308, 6.18955066779, 5.454308713420001, -97.05090176609008, 6.488095177029999, -2.00569151715, -4.3624581223500005, -2.963397879700004, -8.38843808678, 1.11361547313, 3.77947536901, 6.492279971439998]
0.4369542471138023 : [-12.256357486930039, 16.608366562340027, 22.828631456509992, -267.0531728509985, 19.047436523190004, 3.79357101824, -24.210129339750004, -18.317128393369995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.4369542806426044 : [-12.256357486930039, 16.608366562340027, 22.834273516839993, -267.0531728509985, 19.047436523190004, 3.79357101824, -24.210129339750004, -18.317128393369995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.4369551306803735 : [-12.256357486930039, 16.608366562340027, 22.834273516839993, -267.0531728509985, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.317128393369995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.43695515804345275 : [-12.256357486930039, 16.608366562340027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.317128393369995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.4369554618635504 : [-12.256357486930039, 16.608366562340027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.165364251399996, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.43695550362572333 : [-12.256357486930039, 16.596270234310026, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.165364251399996, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.4369556001697037 : [-12.256357486930039, 16.552042437890027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.165364251399996, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.4369566698187521 : [-12.141753656170039, 16.552042437890027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.165364251399996, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.43695788170617167 : [-11.934322290930039, 16.552042437890027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.165364251399996, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.43695810149927994 : [-11.766560844690039, 16.552042437890027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.165364251399996, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.95499277548003]
0.4369584679162992 : [-11.766560844690039, 16.552042437890027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.165364251399996, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.841571966470028]
0.4367738297051298 : [-1.7006385820599998, 6.18955066779, 5.454308713420001, -97.05090176609008, 6.488095177029999, -2.00569151715, -4.3624581223500005, -2.963397879700004, -8.38843808678, 1.11361547313, 3.77947536901, 6.492279971439998]
0.4369603209211563 : [-11.766560844690039, 15.938407028100027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.165364251399996, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.841571966470028]
0.43696032275429386 : [-11.766560844690039, 15.938407028100027, 22.834273516839993, -266.8322060350785, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.164492446899995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.841571966470028]
0.43696106658156664 : [-11.766560844690039, 15.938407028100027, 22.834273516839993, -265.97445863460854, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.164492446899995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.841571966470028]
0.4369611888823004 : [-11.766560844690039, 15.938407028100027, 22.834273516839993, -265.71280653482853, 18.980254665290005, 3.79357101824, -24.210129339750004, -18.164492446899995, -20.612856048450002, 3.4506751038899997, 8.8007244413, 18.841571966470028]
