"1","2","3","4","5","V5","V11","V17","V23","V29","V35","V41","V47","V53","V59","V65","V71","V77","V83","V89","V95","V101","V107","V113","V119","V125","V131","V137","V143","V149","V155","V161","V167","V173","V179","V185","V191","V197","V203","V209","V215","V221","V227","V233","V239","V245","V251","V257","V263","V269","V275","V281","V287","V293","V299","V305","V311","V317","V323","V329","V335","V341","V347","V353","V359","V365","V371","V377","V383","V389","V395","V401","V407","V413","V419","V425","V431","V437","V443","V449","V455","V461","V467","V473","V479","V485","V491","V497","V503","V509","V515","V521","V527","V533","V539","V545","V551","V557","V563","V569","V575","V581","V587","V593","V599"
"1",20000104,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
"2",20000105,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
"3",20000106,0.00343002021472919,0.00342415111232335,0.00166126371145723,0.0601224114363243,0.000437058520026372,-0.000762794012951579,-0.000859947675727786,-0.00144563075677509,-0.000864135512487408,-0.0014371228930216,0.000539481917457698,-0.000393957984364016,0.00251683032482943,0.00379960125521639,-0.000678733042037218,-0.000321122361259116,0.00186243705112057,-0.000898384601839265,0.00117082948211094,2.13592484829185e-05,-0.000333268282865705,-0.0031703062918134,0.00419907301593813,0.00118147248555187,0.000471420355880023,-0.000824557033485083,0.00152517809211151,-0.00463311755509165,-0.000755905483900396,-0.00478266210234872,-0.00154863243252065,-0.000895100801001806,0.0011946405572207,-0.00120540568309988,0.00203913237269056,0.000732358285234361,-2.24098973076569e-05,0.000912157571375247,-0.000374594698494607,0.000608816121883244,-0.000101521401563106,-0.000685525599876135,0.000213116799219757,0.00251786792296292,0.000303624934189227,-0.00246451616930927,-0.00026702581010243,0.000168621709231438,-0.00113076213332855,0.0038819700382873,0.000488526800450535,-0.00190451189665527,0.000448954543668361,-0.000406959647504812,-0.0010487759495167,-0.000385111860072383,-0.00133604753750849,0.000271398295351394,-0.000744155672914963,-0.00199214448792308,-0.000786540336493649,-0.000511639149962046,-0.00042646133771656,0.00633241161979614,0.000651875746406116,0.000491171729903398,0.008803311763208,0.00324225667126309,-0.00111851147618206,-0.00191975433433847,-0.00186314055062827,-0.00140786202955686,4.19988702417981e-06,-0.00247109541520024,-0.000212575256197766,0.00420594666129611,0.0085836743073844,0.0102900228804382,-0.00434819177259514,-0.00182867428358163,0.00130174679857166,0.00361053896187755,-0.0065421694824496,-0.00162103867603546,-0.00161542095714392,-0.00129544990968001,0.000766639238104542,0.000252466355287493,-0.00173074673778268,0.00352671631799757,0.000403755868932339,-0.000504557902482398,-0.00102261762930023,-0.00217536548575063,0.000172186559082241,-0.000476565157249016,0.000385579206023057,-0.00161462055848878,-7.41440360505461e-05,-0.00215988004132759,-0.00104977374231408,-0.000486575052194326,-0.000131007975268147,0.00352671631799757
"4",20000107,-0.00506219664682978,-0.00165090185779575,0.00216800898086525,0.0134172396158797,-0.000397449200924749,-0.000376856617935133,0.00320325455060592,-0.000113865276400119,-0.000490346516068404,-0.00123659851327944,-0.000188526235199885,-0.000216385256387291,0.0039165081367705,0.00111669475541582,-0.000905410605411329,-0.00025269812074581,0.00553784241644764,0.00152258647405312,0.00185063028550136,-0.00199914893345557,-7.04141916519675e-05,-0.0026324627887477,-0.00101863976932194,0.00262850436232479,-0.000361708170118887,0.0053548054394179,0.00139695833487391,-0.00916111159027931,0.000242638570869513,0.00526177726895081,-0.000856687874848822,0.000663763098274394,-0.00181939997979927,0.00317366670484282,0.00133140642411178,0.000115962686923916,0.00245862959548212,-0.000538095945132731,-0.0045155521574939,0.000107930372810141,-0.0113240522232053,0.00104808468404927,0.00100451499389308,-0.00204075665194743,0.000220163509496521,0.000949701886493306,-0.000970940463828492,-0.00224411746674886,0.00014321381256393,0.00495003730624355,-0.00119557912697896,-0.00113491020571872,-0.000318543090605361,0.000307396334068755,0.00116578907294654,0.000679717175989552,-0.000117629933165947,0.00176207134294803,-0.000507834057176397,0.00712668744970738,-0.000390071888978609,-0.0041697414970484,-0.00172480817427852,0.000416867221459944,0.000630539539961317,-0.000285245820553589,0.00587114829089685,-0.000665540407331498,-0.00111462892979049,0.000543526090677014,0.0010011754751145,0.0019870234022059,-0.000444538436387538,-0.010154261677907,0.00273111695750866,0.00227995525246712,0.00496362563996696,-0.00130642370492923,-0.000600938276934721,-0.00225232932488614,-0.0101146284061364,0.00374192153441588,0.00999893513826718,0.0122723420523019,0.000340911023710405,0.000654290458477235,-0.00172302637621225,0.00025482500454168,-0.00131516180784715,-0.000274453138603872,-6.54772662414451e-05,-0.000967916603306694,-0.00155734164267129,-0.00165111999292246,0.00124245664955931,-0.00433159716418051,-0.00129042308338734,0.000690596213726359,-0.00562839067773631,0.000498964764320411,-0.00592339185278754,0.000493726086889759,-0.00171438399173934,-0.000274453138603872
"5",20000110,0.00426307076742459,0.00260310776651307,0.00227044777611227,0.124929240717932,-0.000443839114811924,-0.00117508764364942,0.0048017908924635,-0.00136972725918085,-0.00147339595675725,0.000139098273558931,-0.00117845208405562,-0.00123907757155057,-0.00234338416310312,6.51913031647542e-05,-0.00158376288174676,-0.00137170386510924,-0.00134448162014282,0.00104139519436642,0.00573906296472344,-0.00648593620660391,0.000787285859794425,0.00827419394395901,-0.00118883628944791,-0.00118876200177175,-0.00532554327452283,-0.00644164068235013,-0.000510123211087036,-0.000823522219921848,-0.00129656599748401,0.000999622432415193,-0.000728982481386551,0.00155992110062289,0.00128628551608087,-0.00136732700952024,7.66262263777325e-05,0.000587221627244189,-0.00146178177461053,-0.00130288366105832,-0.000408795941328861,-0.000569687998615095,-0.000409344248952577,-0.0007704907149125,-0.0005861479913047,-0.000790136600496837,0.00247148789325083,-0.00140752915918143,0.00363491312182594,0.000449286327053931,0.000554065000124961,0.0029335934240018,0.000468095659936035,0.000941429041625656,-0.00113394834375846,-0.00142030618349103,-0.000127996322496964,-0.00128239402993644,-0.00112225688393678,-0.0020955601122994,-0.0017869992828587,0.00211483243012069,-0.00141640647008617,0.00156284208223023,9.55868325791258e-05,-0.00136541244506916,0.00237451278772793,-0.0012521829760576,0.0136155333160342,-0.000553120425488627,0.00538748050998808,-0.000723290885719048,0.00397141132164431,3.30679333277545e-05,-0.00107304107406978,0.00459053771620837,-0.00225942132366172,0.000635173431291751,0.00309938417121544,-0.00202344205908918,-0.00141573449452856,-0.00238039422213364,0.00220238905907235,0.0126826889251718,-0.00448398569019128,-0.0057379780646957,-0.000239082790735114,-0.00327273172328992,-0.00217642152898589,0.00495054968257664,-0.0012373062993376,0.00289222638023471,-0.00207138561628814,0.000786506953805411,-0.0023077331713033,0.000696991800618908,0.0106384935423305,-0.00236200285896407,-4.51152527773386e-06,-0.000998615962070687,-0.00414671414058444,-0.000282796436572348,0.00559671834268802,0.00363053449661201,0.00644440074528103,0.00289222638023471
"6",20000111,0.00368139943560564,0.00627774743640197,0.00178245317536526,0.0447785913407526,-0.000560777529293276,-0.00254331201884472,-0.00068773545376383,0.00105776074388957,-0.000756940819031406,0.001571032370941,-0.00116395687362556,-0.000210523789368691,-0.000727465449647197,0.000742865373887001,-0.000520814768729519,-0.000575407880123078,-0.000404535372955513,-0.000929315630158715,-6.19093170572375e-05,0.004245510305886,-0.000973614893798122,0.00248663234683373,-0.00384528831619337,-0.001700979125544,-0.000996468190700951,-0.00205629360164439,-0.00145436884392114,0.00925545819398206,-0.0019694944354379,0.000279184872322943,-0.0010821952131666,-0.00207963431208062,0.00442406290997836,0.000265730902454175,-0.00128416030318278,-0.000701979571336324,-0.00338003574453602,-0.000427566561789875,0.000743785790778155,-0.00186950862876409,0.00351716692467397,0.000812054470236851,4.93970069592099e-05,0.000154825628255552,9.82351398990856e-05,-0.000130728268424229,-0.000787739884950604,-0.000198932587122413,-0.00174526717451734,0.000899756333057168,-0.000130397930384665,0.00321836020679727,0.000813477379729127,-0.00072626112362657,-0.00903279169900912,0.000173121000400289,-3.36447177763174e-05,-0.000446788522119161,-0.000311695863745238,0.000704063160826902,-0.00097137460254143,0.00475691719196908,-0.000187033167439495,0.00435713305900246,-0.000982068357548376,-0.000525492172370831,0.00340422477788354,-0.00106796234178504,-0.00207206368394834,-0.000803603353785677,-0.000928532066345632,-0.00171040049975252,-0.00068294069238376,0.00357635370198765,-0.00185936242484718,-0.000744461798895886,0.00444636569213618,-0.000430173435650971,-0.000489949691280176,0.000997587236931937,-0.00359572332192659,-0.00386134536043188,0.0011356230428939,-0.000654881395387411,0.00289773956006499,-0.000802458580556966,-0.00469703106845932,0.00169040203739696,-7.21460842303808e-05,0.00202243553297145,0.00113142251007211,0.0055397588445423,-0.00470894999542437,0.000265135164869294,0.00494248794462262,0.0112136973313413,-0.000330696359469591,-0.0014085049374051,-0.00258643160617154,-0.00244975423766859,0.00245155224028624,0.000376938951498947,0.000372754469217613,0.00202243553297145
"7",20000112,-0.00887140351035843,-0.00263324126545227,0.0016547600552437,-0.0463177443747405,0.000268974365543704,-0.00172692627897195,0.00153408272545073,0.000628564879677996,0.000484362300377781,0.0028637122451622,0.000554491132288152,0.00103632389152307,0.00052013156957504,-0.00262794330356324,0.00104704600328207,0.000668512255301126,0.000747525261409267,0.000791259580366197,-6.65562206023056e-05,0.00136021748330589,0.000721505615614096,-0.00213908013254771,0.00151308747831728,0.000234021395791654,-0.000843466748460944,-0.00199220460242411,-0.000281385485361077,0.00670428499051198,-0.000395087126087206,0.00027931527736902,0.00022570904609478,-0.00168371190235577,-0.00393476902732722,0.00060123835168168,0.000673091250459725,0.000601799840642801,0.00140473710739386,0.000421532923577095,-0.000622268260324152,0.000160125262192136,0.000275281771753133,-0.00136437192747539,0.00103870706040967,0.00306557674776616,0.00101249622358277,0.00185941088994161,-0.000188382997039342,0.00195609509257492,6.05015273648906e-05,0.00401474470524398,0.00298556650024092,-0.00113043838028231,0.0032576819732431,0.0010482704437199,-0.000798957506173781,0.00416531459801364,5.30886211671626e-05,0.00148621916957511,0.000836344425589679,0.000296357870281647,0.000409836103201596,0.000299779826458356,-0.000462434929270528,-0.00123358735350598,0.00151158622480087,0.000798489425973725,0.00230269661066845,0.000851889577454781,0.00107485395731775,-0.000120809666160423,-0.000300681024628027,0.000445289446385443,0.000899902378725055,-0.000604055456989318,0.000983298716125498,-0.000852718754573301,-0.000461852248759353,0.00288873503067926,0.000650392713383812,0.000200568226375179,-0.00104843532397269,-0.00963678185764269,-0.000135272259561485,-0.00216886027088728,-0.000129896547828859,0.000407827262930215,-0.000500650677088961,-0.00403640050120896,-0.00075464805641345,-0.00536263044934955,0.00120576811269427,0.00341055075326538,0.000358774012145201,-0.00113083724795087,0.00157087156674163,-0.00309492887950968,-0.00412370293348596,-0.00425449669356752,-0.0158677748754103,0.000506464845375558,0.00467088045608991,-0.00448942665881976,-0.000641177409269449,-0.00536263044934955
"8",20000113,-0.0146813694438879,-0.0174234485866969,0.00119007337065705,0.111103824934255,-0.000412539247302471,3.32396734454875e-05,-0.000209344907380838,0.00142541610292267,-0.000268177510888509,-0.00156231288383944,0.000876155027945201,0.000550976083233127,-0.000146008082079499,-0.00165960103251224,-0.000198864260771645,-0.00030212575115994,-0.000340651200834576,0.000596220866820506,-0.00202649605760525,0.000233645296483578,-0.000578833750121365,0.000313284706399532,-0.00050895571140001,-0.000446338195962978,0.0043028211519058,-0.000160234947606079,0.000533881079374726,0.00289548816292735,0.00135447541433692,-0.00259405624197439,0.00425831742417473,0.00043074153922346,-0.000863369851126246,-0.00104670333858148,-0.0012351274120737,0.00033872071013994,0.000831861143813311,0.000856738484706608,0.000365390747740824,-0.000173384636459513,0.000403905977274962,-0.00157151821133946,-0.000893639512379113,-0.000975908599345322,0.000260126547514144,-0.000567288123345245,0.000167764441561646,8.45196139252683e-05,-0.000128936976630048,0.00026824486800405,0.00476861403860721,-0.000623610947161931,1.33415410056991e-05,-7.21718000252604e-05,-0.000878031342203081,0.00279055493056256,-0.000518704065926654,-0.000238252698377324,-0.000607647162871348,-0.00107076073136772,-0.000289870882042679,-0.00154421317566195,-0.000605432120201673,6.41406517625041e-05,0.000652414447374426,7.9930926146747e-05,-0.000104470434921077,-2.2598573200161e-05,-0.000516487358815741,0.00153645158135003,-0.000743365113160315,-0.00105366760194732,-7.00729014738878e-05,0.000556293603692522,-0.0010251167058688,-0.000909047300240818,-0.00148632112936455,8.86219594675709e-05,-0.00130742604828673,0.00300022678104071,-0.0025674116491792,0.000744667236717747,0.00096626913160703,-0.00206553794956306,0.000226473417323903,-0.000225777046124063,0.000191390238642442,-0.000369363875917634,0.000205289615428047,-0.000196314456968469,-0.0025644566465063,-0.00160975223130409,0.00394078097903724,0.000335886631508494,-0.00461915946812518,-0.00103527513568132,0.000334145608187363,-0.00111823886424189,0.0223946206535372,8.93463931373793e-05,0.00175335827446161,-0.00248772877133519,-0.00127956827347904,-0.000196314456968469
"9",20000114,-0.00899559580669743,-0.0264597490576996,0.00214315617133226,0.125969386392369,0.000546204031365634,0.00240511180810412,-0.0023352459335192,-0.00351767869902851,-0.00164075865787107,-0.00347837154830838,-0.0014272121046282,-0.00144529215513614,-1.48612230904132e-05,-0.00151080537192264,-0.00263046008750641,-0.00113313308103713,-0.00133844771671006,-0.0010042091590372,0.000189819482335498,-0.000970155381296989,-0.000521188574221936,-0.00155589284355536,-0.00252875052371752,-0.00172593054584387,0.00243793792300521,-0.00230440461764512,-0.00143456150517225,0.00445878805765821,-0.000405032534396171,0.00269338687394005,-0.00160610939008768,-0.0014033467078247,2.36961368550678e-05,-0.00084090629287589,-0.000510000473040378,0.000177725626597927,-0.000951525808787924,-0.000977319560907504,-0.001902665900329,-0.000888116441808152,0.00990059494685114,-0.000938496514622266,-0.00131726891108903,-0.00156145614792469,0.000425640240792304,-0.000752102435350781,-0.000606766676808114,0.00324350623115055,-0.00162930452420164,-0.00242222174874335,-0.00174663872397884,-0.000134024236637777,0.000595577123181626,-0.00194892869612226,0.000531219535398083,0.00903683485674679,-0.000942146983312435,-0.00210315111299116,-0.00132057569983971,0.0026615040522984,-0.00333344627535427,-0.000238353256452273,-0.000179603583908704,9.94943437979033e-05,-0.0013197169922321,-0.00139276825968127,0.0197911622122399,-0.00103089354826665,-0.00120471515556681,-0.00163755304933025,-0.00283369779368506,0.000291426566683707,-0.00111593345084052,0.00208009606368194,0.000948615618088363,0.00362172294573867,0.00699328559271043,-0.00128198073251997,-0.00279861240454762,-0.00317163384943032,0.00510737712322184,0.0152454845208189,-0.00321965166804693,0.000152729017579188,-0.000654162189532507,-0.000864537612341075,-0.000824275125016278,0.0034657789435174,-0.00189719195650369,0.00297971578613371,0.00292162161678599,-0.000759557764289644,0.000188703513420654,-0.00111437777999549,0.00186953622551325,0.00240944266998778,0.00027090686344622,-0.00173761027727378,-0.00105260481352188,-0.000570862385060823,0.00196145196323443,0.00768332194386637,0.000267275716019075,0.00297971578613371
"10",20000118,0.00479072894339879,-0.0216804591365835,0.00209704130129914,0.133465251910648,0.00529532896751134,0.00228632830920071,0.000862800369125491,0.000403271251013047,-0.00027796456813224,4.82546502991196e-05,-0.00102505788250966,-0.00020426942372463,-0.00180821335739165,0.00082282669311493,0.000218286415019913,-0.000220016741773542,-0.00163508557617839,-0.00201693232364581,0.00206320587567362,-0.000728826233445719,-0.000364367360305716,0.000956464932009968,-0.00107879546443878,0.000555153575582828,0.00011361334890403,0.00399734276266268,0.0010265503600824,0.0156500500985983,-0.00165532816882326,0.00392062448938046,-0.00257639908579672,0.000225751340620375,-0.0154560087341059,0.000279105721911058,-0.00130733741278559,-0.00101005528512982,0.000471648645194876,0.00142354568625335,0.000331657313813608,-3.76288379406556e-05,-0.00200021863128479,-0.000480096849578361,-0.000541928407736724,0.000236690197265361,-0.00022424168980544,-0.00131268191173265,-0.00178475951193924,-0.006540279101505,0.00709506458880633,-0.00213024993059672,-0.000366241055874586,-0.00165593909508682,0.000141950042425125,-0.000214561613090913,0.00132874734107084,0.00103119143224058,-0.000589642497568269,-0.00104917451313006,-0.000654742954844807,-4.29617771334248e-05,-1.60575152287485e-05,4.89777869879042e-05,-0.00239730730611102,0.000341452053708816,-0.000406638750259978,-0.000270020795288646,-0.00616446874980222,-0.00101477051445248,0.000404345197386038,0.00408673824218763,-0.00117664525350489,-0.00179338260729516,-0.000252254531730921,0.00213210009171502,-0.000974949633226882,0.0074521558019516,-0.00974209268328702,0.00275884657282706,-0.00028371944585741,0.00374426255784069,0.00103665233447891,-0.00137243786383708,0.00018448951478634,-0.00601720134020377,0.00044387679519826,0.000297671589277429,0.000796751127469667,-0.00183900325563796,0.00061185854370515,-0.000805038692742356,-0.00243792001299204,0.000305674836775834,0.0167365399122395,-0.000163879056719277,-4.3735757891318e-05,-0.000992786216148897,0.000640763718933658,0.0154332237702566,0.00222378750300163,-0.000173846470290432,0.00838054998369494,-0.000602710315011356,-0.000122046330412726,-0.000805038692742356
